#Minuto PersonasLlegadas En_cola En_servicio Salidas
1 0 0 0 0
2 0 0 0 0
3 1 0 1 0
4 1 0 1 0
5 1 0 1 0
6 1 0 1 0
7 1 0 1 0
8 1 0 1 0
9 1 0 1 0
10 1 0 1 0
11 1 0 1 0
12 1 0 1 0
13 1 0 1 0
14 1 0 1 0
15 1 0 1 0
16 1 0 1 0
17 1 0 1 0
18 1 0 1 0
19 1 0 1 0
20 1 0 1 0
21 1 0 1 0
22 1 0 1 0
23 1 0 1 0
24 1 0 1 0
25 1 0 1 0
26 1 0 1 0
27 1 0 1 0
28 1 0 1 0
29 1 0 1 0
30 1 0 1 0
31 1 0 0 1
32 1 0 0 1
33 1 0 0 1
34 1 0 0 1
35 1 0 0 1
36 1 0 0 1
37 1 0 0 1
38 1 0 0 1
39 1 0 0 1
40 1 0 0 1
41 1 0 0 1
42 1 0 0 1
43 1 0 0 1
44 1 0 0 1
45 1 0 0 1
46 1 0 0 1
47 1 0 0 1
48 1 0 0 1
49 1 0 0 1
50 1 0 0 1
51 1 0 0 1
52 1 0 0 1
53 1 0 0 1
54 1 0 0 1
55 1 0 0 1
56 1 0 0 1
57 1 0 0 1
58 1 0 0 1
59 1 0 0 1
60 1 0 0 1
61 1 0 0 1
62 1 0 0 1
63 1 0 0 1
64 1 0 0 1
65 1 0 0 1
66 1 0 0 1
67 1 0 0 1
68 1 0 0 1
69 1 0 0 1
70 2 0 1 1
71 2 0 1 1
72 2 0 1 1
73 2 0 1 1
74 2 0 1 1
75 2 0 1 1
76 2 0 1 1
77 2 0 1 1
78 2 0 1 1
79 2 0 1 1
80 2 0 1 1
81 2 0 1 1
82 2 0 1 1
83 2 0 1 1
84 2 0 1 1
85 2 0 1 1
86 2 0 1 1
87 2 0 1 1
88 2 0 1 1
89 2 0 1 1
90 3 1 1 1
91 3 1 1 1
92 3 1 1 1
93 3 1 1 1
94 3 1 1 1
95 3 1 1 1
96 3 0 1 2
97 3 0 1 2
98 3 0 1 2
99 3 0 1 2
100 3 0 1 2
101 3 0 1 2
102 3 0 1 2
103 3 0 1 2
104 3 0 1 2
