#Minuto PersonasLlegadas En_cola En_servicio Salidas
105 1 0 1 0
106 1 0 1 0
107 2 1 1 0
108 2 1 1 0
109 2 1 1 0
110 2 1 1 0
111 2 1 1 0
112 2 1 1 0
113 2 1 1 0
114 2 1 1 0
115 2 1 1 0
116 2 1 1 0
117 2 1 1 0
118 3 2 1 0
119 3 2 1 0
120 3 2 1 0
121 3 2 1 0
122 3 2 1 0
123 3 2 1 0
124 3 2 1 0
125 3 2 1 0
126 3 2 1 0
127 3 2 1 0
128 3 2 1 0
129 3 2 1 0
130 3 2 1 0
131 3 2 1 0
132 3 2 1 0
133 3 2 1 0
134 3 2 1 0
135 3 2 1 0
136 3 2 1 0
137 3 2 1 0
138 3 2 1 0
139 3 2 1 0
140 3 2 1 0
141 3 2 1 0
142 3 1 1 1
143 3 1 1 1
144 3 1 1 1
145 3 1 1 1
146 3 1 1 1
147 3 1 1 1
148 4 2 1 1
149 4 2 1 1
150 4 2 1 1
151 4 2 1 1
152 4 2 1 1
153 4 2 1 1
154 4 2 1 1
155 4 1 1 2
156 6 3 1 2
157 6 3 1 2
158 6 3 1 2
159 6 3 1 2
160 6 3 1 2
161 6 3 1 2
162 6 3 1 2
163 6 3 1 2
164 6 3 1 2
165 6 3 1 2
166 7 4 1 2
167 7 3 1 3
168 8 4 1 3
169 8 4 1 3
170 8 4 1 3
171 8 4 1 3
172 8 4 1 3
173 8 4 1 3
174 8 4 1 3
175 8 4 1 3
176 8 4 1 3
177 8 4 1 3
178 8 4 1 3
179 8 4 1 3
180 8 4 1 3
181 8 4 1 3
182 8 4 1 3
183 8 4 1 3
184 8 4 1 3
185 8 4 1 3
186 8 4 1 3
187 8 4 1 3
188 8 4 1 3
189 8 4 1 3
190 8 4 1 3
191 8 4 1 3
192 8 4 1 3
193 8 4 1 3
194 8 4 1 3
195 8 4 1 3
196 8 4 1 3
197 8 4 1 3
198 8 4 1 3
199 8 4 1 3
200 8 4 1 3
201 8 4 1 3
202 8 4 1 3
203 8 4 1 3
204 8 4 1 3
205 8 4 1 3
206 8 4 1 3
207 8 4 1 3
208 8 4 1 3
209 8 4 1 3
210 8 4 1 3
211 8 4 1 3
212 8 4 1 3
213 8 4 1 3
214 8 3 1 4
215 8 3 1 4
216 8 3 1 4
217 8 3 1 4
218 8 3 1 4
219 8 3 1 4
220 8 3 1 4
221 8 3 1 4
222 8 3 1 4
223 8 3 1 4
224 8 3 1 4
225 8 3 1 4
226 9 4 1 4
227 9 4 1 4
228 9 4 1 4
229 9 4 1 4
230 9 3 1 5
231 9 3 1 5
232 9 3 1 5
233 9 3 1 5
234 9 3 1 5
235 9 3 1 5
236 9 3 1 5
237 9 3 1 5
238 9 3 1 5
239 9 2 1 6
240 9 2 1 6
241 9 2 1 6
242 9 2 1 6
243 9 2 1 6
244 9 2 1 6
245 9 2 1 6
246 9 2 1 6
247 9 2 1 6
248 9 2 1 6
249 9 1 1 7
250 9 1 1 7
251 9 1 1 7
252 9 1 1 7
253 9 1 1 7
254 9 1 1 7
255 9 1 1 7
256 9 1 1 7
257 9 1 1 7
258 10 2 1 7
259 10 2 1 7
260 10 2 1 7
261 10 2 1 7
262 10 2 1 7
263 10 2 1 7
264 10 2 1 7
265 10 2 1 7
266 10 2 1 7
267 10 2 1 7
268 10 2 1 7
269 10 2 1 7
270 10 2 1 7
271 10 2 1 7
272 10 2 1 7
273 10 2 1 7
274 10 2 1 7
275 10 2 1 7
276 10 2 1 7
277 10 2 1 7
278 10 2 1 7
279 11 3 1 7
280 11 3 1 7
281 12 4 1 7
282 12 4 1 7
283 12 4 1 7
284 12 4 1 7
285 12 4 1 7
286 12 4 1 7
287 12 4 1 7
288 12 4 1 7
289 12 4 1 7
290 12 4 1 7
291 12 4 1 7
292 12 4 1 7
293 12 4 1 7
294 12 4 1 7
295 12 4 1 7
296 12 4 1 7
297 12 4 1 7
298 12 3 1 8
299 12 3 1 8
300 12 3 1 8
301 12 3 1 8
302 12 3 1 8
303 12 3 1 8
304 12 3 1 8
305 12 3 1 8
306 12 3 1 8
307 12 3 1 8
308 12 3 1 8
309 12 2 1 9
310 12 2 1 9
311 12 1 1 10
312 12 1 1 10
313 12 1 1 10
314 12 1 1 10
315 12 1 1 10
316 12 1 1 10
317 12 1 1 10
318 12 1 1 10
319 12 1 1 10
320 12 1 1 10
321 12 1 1 10
322 12 1 1 10
323 12 1 1 10
324 12 1 1 10
325 12 1 1 10
326 12 1 1 10
327 12 1 1 10
328 12 1 1 10
329 12 1 1 10
330 12 1 1 10
331 12 1 1 10
332 12 1 1 10
333 12 1 1 10
334 12 1 1 10
335 12 1 1 10
336 12 1 1 10
337 12 1 1 10
338 12 1 1 10
339 12 1 1 10
340 12 1 1 10
341 12 1 1 10
342 12 1 1 10
343 12 1 1 10
344 12 1 1 10
345 12 1 1 10
346 12 1 1 10
347 12 1 1 10
348 12 0 1 11
349 12 0 1 11
350 12 0 1 11
351 12 0 1 11
352 12 0 1 11
353 12 0 1 11
354 12 0 1 11
355 12 0 1 11
356 12 0 1 11
357 12 0 1 11
358 12 0 1 11
359 12 0 1 11
360 12 0 1 11
361 12 0 1 11
362 12 0 1 11
363 12 0 1 11
364 12 0 1 11
365 12 0 1 11
366 12 0 1 11
367 12 0 1 11
368 12 0 1 11
369 12 0 1 11
370 12 0 1 11
371 12 0 1 11
372 13 1 1 11
373 13 1 1 11
374 13 1 1 11
375 13 1 1 11
376 13 1 1 11
377 13 1 1 11
378 13 1 1 11
379 13 1 1 11
380 13 1 1 11
381 13 1 1 11
382 13 1 1 11
383 13 0 1 12
384 13 0 1 12
385 13 0 1 12
386 13 0 1 12
387 13 0 1 12
388 13 0 1 12
389 13 0 1 12
390 13 0 1 12
391 13 0 1 12
392 13 0 1 12
393 13 0 1 12
394 13 0 1 12
395 13 0 1 12
396 13 0 1 12
397 13 0 1 12
398 13 0 1 12
399 13 0 1 12
400 13 0 1 12
401 13 0 1 12
402 13 0 1 12
403 13 0 1 12
404 13 0 1 12
405 13 0 1 12
406 13 0 1 12
407 13 0 1 12
408 13 0 1 12
409 13 0 0 13
410 13 0 0 13
411 13 0 0 13
412 13 0 0 13
413 13 0 0 13
414 13 0 0 13
415 13 0 0 13
416 13 0 0 13
417 13 0 0 13
418 13 0 0 13
419 13 0 0 13
420 13 0 0 13
421 13 0 0 13
422 13 0 0 13
423 13 0 0 13
424 13 0 0 13
425 13 0 0 13
426 13 0 0 13
427 13 0 0 13
428 13 0 0 13
429 13 0 0 13
430 13 0 0 13
431 13 0 0 13
432 13 0 0 13
433 13 0 0 13
434 13 0 0 13
435 13 0 0 13
436 13 0 0 13
437 13 0 0 13
438 13 0 0 13
439 13 0 0 13
440 13 0 0 13
441 13 0 0 13
442 13 0 0 13
443 13 0 0 13
444 13 0 0 13
445 13 0 0 13
446 13 0 0 13
447 13 0 0 13
448 13 0 0 13
449 13 0 0 13
450 13 0 0 13
451 13 0 0 13
452 13 0 0 13
453 13 0 0 13
454 13 0 0 13
455 13 0 0 13
456 13 0 0 13
457 13 0 0 13
458 13 0 0 13
459 13 0 0 13
460 13 0 0 13
461 13 0 0 13
462 13 0 0 13
463 13 0 0 13
464 13 0 0 13
465 13 0 0 13
466 13 0 0 13
467 13 0 0 13
468 13 0 0 13
469 13 0 0 13
470 13 0 0 13
471 13 0 0 13
472 13 0 0 13
473 13 0 0 13
474 13 0 0 13
475 13 0 0 13
476 13 0 0 13
477 13 0 0 13
478 13 0 0 13
479 13 0 0 13
480 13 0 0 13
481 13 0 0 13
482 13 0 0 13
483 13 0 0 13
484 13 0 0 13
485 13 0 0 13
486 13 0 0 13
487 13 0 0 13
488 13 0 0 13
489 13 0 0 13
490 13 0 0 13
491 13 0 0 13
492 13 0 0 13
493 13 0 0 13
494 13 0 0 13
495 13 0 0 13
496 13 0 0 13
497 13 0 0 13
498 13 0 0 13
499 13 0 0 13
500 13 0 0 13
501 13 0 0 13
502 13 0 0 13
503 13 0 0 13
504 13 0 0 13
505 13 0 0 13
506 13 0 0 13
507 13 0 0 13
508 13 0 0 13
509 13 0 0 13
510 13 0 0 13
511 13 0 0 13
512 13 0 0 13
513 13 0 0 13
514 13 0 0 13
515 13 0 0 13
516 13 0 0 13
517 13 0 0 13
518 13 0 0 13
519 13 0 0 13
520 13 0 0 13
521 13 0 0 13
522 13 0 0 13
523 13 0 0 13
524 13 0 0 13
525 14 0 1 13
526 14 0 1 13
527 14 0 1 13
528 14 0 1 13
529 14 0 1 13
530 14 0 1 13
531 14 0 1 13
532 14 0 1 13
533 14 0 1 13
534 14 0 1 13
535 14 0 1 13
536 14 0 1 13
537 14 0 1 13
538 14 0 1 13
539 14 0 1 13
540 14 0 1 13
541 14 0 1 13
542 14 0 1 13
543 14 0 1 13
544 14 0 1 13
545 14 0 1 13
546 14 0 1 13
547 14 0 0 14
548 15 0 0 15
549 15 0 0 15
550 15 0 0 15
551 15 0 0 15
552 15 0 0 15
553 15 0 0 15
554 15 0 0 15
555 15 0 0 15
556 15 0 0 15
557 15 0 0 15
558 15 0 0 15
559 15 0 0 15
560 15 0 0 15
561 16 0 1 15
562 16 0 1 15
563 16 0 1 15
564 16 0 1 15
565 16 0 1 15
566 16 0 1 15
567 16 0 0 16
568 17 0 1 16
569 17 0 1 16
570 17 0 1 16
571 17 0 1 16
572 17 0 1 16
573 17 0 1 16
574 17 0 1 16
575 17 0 0 17
576 17 0 0 17
577 17 0 0 17
578 17 0 0 17
579 17 0 0 17
580 17 0 0 17
581 17 0 0 17
582 17 0 0 17
583 17 0 0 17
584 17 0 0 17
585 17 0 0 17
586 17 0 0 17
587 17 0 0 17
588 17 0 0 17
589 17 0 0 17
590 17 0 0 17
591 17 0 0 17
592 17 0 0 17
593 17 0 0 17
594 17 0 0 17
595 17 0 0 17
596 17 0 0 17
597 17 0 0 17
598 17 0 0 17
599 17 0 0 17
600 17 0 0 17
601 18 0 1 17
602 18 0 1 17
603 19 1 1 17
604 19 1 1 17
605 19 1 1 17
606 19 1 1 17
607 19 1 1 17
608 20 1 1 18
609 20 1 1 18
610 20 1 1 18
611 20 1 1 18
612 20 1 1 18
613 20 1 1 18
614 20 1 1 18
615 20 1 1 18
616 20 1 1 18
617 20 0 1 19
618 20 0 0 20
619 20 0 0 20
620 20 0 0 20
621 20 0 0 20
622 20 0 0 20
623 20 0 0 20
624 20 0 0 20
625 20 0 0 20
626 20 0 0 20
627 20 0 0 20
628 20 0 0 20
629 20 0 0 20
630 20 0 0 20
631 20 0 0 20
632 20 0 0 20
633 20 0 0 20
634 20 0 0 20
635 20 0 0 20
636 20 0 0 20
637 20 0 0 20
638 20 0 0 20
639 20 0 0 20
640 20 0 0 20
641 20 0 0 20
642 20 0 0 20
643 20 0 0 20
644 20 0 0 20
645 20 0 0 20
646 20 0 0 20
647 20 0 0 20
648 20 0 0 20
649 20 0 0 20
650 20 0 0 20
651 20 0 0 20
652 20 0 0 20
653 20 0 0 20
654 20 0 0 20
655 20 0 0 20
656 20 0 0 20
657 20 0 0 20
658 20 0 0 20
659 20 0 0 20
660 20 0 0 20
661 20 0 0 20
662 20 0 0 20
663 20 0 0 20
664 20 0 0 20
665 20 0 0 20
666 20 0 0 20
667 20 0 0 20
668 20 0 0 20
669 20 0 0 20
670 20 0 0 20
671 20 0 0 20
672 20 0 0 20
673 20 0 0 20
674 20 0 0 20
675 20 0 0 20
676 20 0 0 20
677 20 0 0 20
678 20 0 0 20
679 20 0 0 20
680 20 0 0 20
681 20 0 0 20
682 20 0 0 20
683 20 0 0 20
684 20 0 0 20
685 20 0 0 20
686 21 0 1 20
687 21 0 1 20
688 21 0 0 21
689 21 0 0 21
690 21 0 0 21
691 21 0 0 21
692 21 0 0 21
693 21 0 0 21
694 21 0 0 21
695 21 0 0 21
696 21 0 0 21
697 21 0 0 21
698 21 0 0 21
699 21 0 0 21
700 21 0 0 21
701 21 0 0 21
702 21 0 0 21
703 21 0 0 21
704 21 0 0 21
705 21 0 0 21
706 21 0 0 21
707 21 0 0 21
708 21 0 0 21
709 21 0 0 21
710 21 0 0 21
711 22 0 1 21
712 22 0 1 21
713 22 0 1 21
714 22 0 1 21
715 22 0 1 21
716 22 0 1 21
717 22 0 1 21
718 22 0 1 21
719 22 0 1 21
720 22 0 1 21
721 22 0 1 21
722 22 0 1 21
723 22 0 1 21
724 22 0 1 21
725 22 0 1 21
726 22 0 1 21
727 22 0 1 21
728 22 0 1 21
729 22 0 1 21
730 22 0 1 21
731 22 0 0 22
732 22 0 0 22
733 22 0 0 22
734 22 0 0 22
735 22 0 0 22
736 22 0 0 22
737 22 0 0 22
738 22 0 0 22
739 22 0 0 22
740 22 0 0 22
741 22 0 0 22
742 22 0 0 22
743 22 0 0 22
744 22 0 0 22
745 22 0 0 22
746 22 0 0 22
747 22 0 0 22
748 22 0 0 22
749 22 0 0 22
750 22 0 0 22
751 22 0 0 22
752 22 0 0 22
753 22 0 0 22
754 22 0 0 22
755 22 0 0 22
756 22 0 0 22
757 23 0 1 22
758 23 0 1 22
759 23 0 1 22
760 23 0 1 22
761 23 0 1 22
762 23 0 1 22
763 23 0 1 22
764 23 0 1 22
765 24 1 1 22
766 24 1 1 22
767 24 1 1 22
768 24 1 1 22
769 24 1 1 22
770 24 1 1 22
771 24 1 1 22
772 24 1 1 22
773 24 1 1 22
774 24 1 1 22
775 24 1 1 22
776 24 1 1 22
777 24 1 1 22
778 24 1 1 22
779 24 1 1 22
780 24 1 1 22
781 24 1 1 22
782 24 1 1 22
783 24 1 1 22
784 24 1 1 22
785 24 1 1 22
786 24 1 1 22
787 24 1 1 22
788 24 1 1 22
789 24 1 1 22
790 24 1 1 22
791 24 1 1 22
792 24 1 1 22
793 24 1 1 22
794 24 1 1 22
795 24 1 1 22
796 24 0 1 23
797 24 0 1 23
798 24 0 1 23
799 24 0 1 23
800 24 0 1 23
801 24 0 1 23
802 24 0 1 23
803 24 0 1 23
804 24 0 1 23
805 25 1 1 23
806 25 1 1 23
807 25 1 1 23
808 25 1 1 23
809 25 1 1 23
810 25 1 1 23
811 25 1 1 23
812 25 1 1 23
813 25 1 1 23
814 25 1 1 23
815 25 1 1 23
816 25 1 1 23
817 25 1 1 23
818 25 1 1 23
819 25 1 1 23
820 25 1 1 23
821 25 1 1 23
822 25 1 1 23
823 25 1 1 23
824 25 1 1 23
825 25 1 1 23
826 25 1 1 23
827 25 1 1 23
828 25 1 1 23
829 25 1 1 23
830 25 1 1 23
831 25 1 1 23
832 25 1 1 23
833 25 1 1 23
834 25 1 1 23
835 25 1 1 23
836 25 1 1 23
837 25 1 1 23
838 26 2 1 23
839 26 2 1 23
840 26 2 1 23
841 26 2 1 23
842 26 2 1 23
843 26 2 1 23
844 26 2 1 23
845 26 2 1 23
846 26 2 1 23
847 26 2 1 23
848 26 2 1 23
849 27 3 1 23
850 27 3 1 23
851 27 3 1 23
852 27 3 1 23
853 27 3 1 23
854 27 3 1 23
855 27 2 1 24
856 27 2 1 24
857 27 1 1 25
858 27 1 1 25
859 27 1 1 25
860 27 1 1 25
861 28 2 1 25
862 28 2 1 25
863 28 2 1 25
864 28 2 1 25
865 28 1 1 26
866 28 1 1 26
867 28 1 1 26
868 28 1 1 26
869 28 1 1 26
870 28 1 1 26
871 28 0 1 27
872 28 0 1 27
873 28 0 1 27
874 28 0 1 27
875 28 0 1 27
876 28 0 1 27
877 28 0 1 27
878 28 0 1 27
879 28 0 1 27
880 28 0 1 27
881 28 0 1 27
882 28 0 1 27
883 28 0 0 28
884 28 0 0 28
885 28 0 0 28
886 28 0 0 28
887 28 0 0 28
888 28 0 0 28
889 28 0 0 28
890 28 0 0 28
891 28 0 0 28
892 28 0 0 28
893 28 0 0 28
894 28 0 0 28
895 28 0 0 28
896 28 0 0 28
897 28 0 0 28
898 28 0 0 28
899 28 0 0 28
900 28 0 0 28
901 28 0 0 28
902 28 0 0 28
903 28 0 0 28
904 28 0 0 28
905 28 0 0 28
906 28 0 0 28
907 28 0 0 28
908 28 0 0 28
909 28 0 0 28
910 28 0 0 28
911 28 0 0 28
912 28 0 0 28
913 28 0 0 28
914 28 0 0 28
915 28 0 0 28
916 28 0 0 28
917 28 0 0 28
918 28 0 0 28
919 28 0 0 28
920 28 0 0 28
921 28 0 0 28
922 28 0 0 28
923 28 0 0 28
924 28 0 0 28
925 28 0 0 28
926 28 0 0 28
927 28 0 0 28
928 28 0 0 28
929 28 0 0 28
930 28 0 0 28
931 28 0 0 28
932 28 0 0 28
933 29 0 1 28
934 29 0 1 28
935 29 0 1 28
936 29 0 1 28
937 29 0 1 28
938 29 0 1 28
939 29 0 1 28
940 29 0 1 28
941 29 0 1 28
942 29 0 1 28
943 29 0 1 28
944 29 0 1 28
945 29 0 1 28
946 29 0 1 28
947 29 0 1 28
948 29 0 1 28
949 29 0 1 28
950 29 0 1 28
951 29 0 1 28
952 29 0 1 28
953 29 0 1 28
954 29 0 1 28
955 29 0 1 28
956 29 0 1 28
957 29 0 1 28
958 29 0 1 28
959 29 0 1 28
960 29 0 1 28
961 29 0 1 28
962 29 0 1 28
963 29 0 1 28
964 29 0 1 28
965 29 0 1 28
966 29 0 0 29
967 30 0 1 29
968 30 0 1 29
969 30 0 1 29
970 30 0 1 29
971 30 0 1 29
972 30 0 1 29
973 30 0 1 29
974 30 0 1 29
975 30 0 1 29
976 30 0 1 29
977 30 0 1 29
978 30 0 0 30
979 30 0 0 30
980 30 0 0 30
981 30 0 0 30
982 30 0 0 30
983 30 0 0 30
984 30 0 0 30
985 30 0 0 30
986 30 0 0 30
987 30 0 0 30
988 30 0 0 30
989 30 0 0 30
990 30 0 0 30
991 31 0 1 30
992 31 0 1 30
993 31 0 1 30
994 31 0 1 30
995 31 0 1 30
996 31 0 1 30
997 31 0 1 30
998 31 0 1 30
999 31 0 1 30
1000 31 0 1 30
1001 31 0 1 30
1002 32 1 1 30
1003 32 1 1 30
1004 32 1 1 30
1005 32 1 1 30
1006 32 1 1 30
1007 32 1 1 30
1008 32 1 1 30
1009 32 1 1 30
1010 32 1 1 30
1011 32 1 1 30
1012 32 1 1 30
1013 32 1 1 30
1014 32 1 1 30
1015 32 1 1 30
1016 32 1 1 30
1017 32 1 1 30
1018 32 1 1 30
1019 32 1 1 30
1020 32 1 1 30
1021 32 1 1 30
1022 32 1 1 30
1023 32 1 1 30
1024 32 1 1 30
1025 32 1 1 30
1026 32 1 1 30
1027 32 1 1 30
1028 32 1 1 30
1029 32 1 1 30
1030 33 2 1 30
1031 33 2 1 30
1032 33 2 1 30
1033 33 2 1 30
1034 33 2 1 30
1035 33 2 1 30
1036 33 2 1 30
1037 33 2 1 30
1038 33 2 1 30
1039 33 2 1 30
1040 33 2 1 30
1041 33 2 1 30
1042 33 2 1 30
1043 33 2 1 30
1044 33 2 1 30
1045 33 2 1 30
1046 33 2 1 30
1047 33 2 1 30
1048 33 2 1 30
1049 33 2 1 30
1050 33 2 1 30
1051 33 1 1 31
1052 33 1 1 31
1053 33 1 1 31
1054 33 1 1 31
1055 33 1 1 31
1056 33 1 1 31
1057 33 1 1 31
1058 33 1 1 31
1059 33 1 1 31
1060 33 1 1 31
1061 33 1 1 31
1062 33 1 1 31
1063 33 1 1 31
1064 33 1 1 31
1065 33 1 1 31
1066 33 1 1 31
1067 33 1 1 31
1068 33 1 1 31
1069 33 1 1 31
1070 33 1 1 31
1071 33 1 1 31
1072 33 1 1 31
1073 33 1 1 31
1074 33 1 1 31
1075 33 1 1 31
1076 33 1 1 31
1077 33 1 1 31
1078 33 1 1 31
1079 33 1 1 31
1080 33 1 1 31
1081 33 1 1 31
1082 33 1 1 31
1083 33 1 1 31
1084 33 1 1 31
1085 33 1 1 31
1086 33 1 1 31
1087 33 1 1 31
1088 33 1 1 31
1089 33 1 1 31
1090 33 1 1 31
1091 33 1 1 31
1092 33 1 1 31
1093 33 1 1 31
1094 33 1 1 31
1095 33 1 1 31
1096 33 1 1 31
1097 33 1 1 31
1098 33 1 1 31
1099 33 1 1 31
1100 33 1 1 31
1101 33 1 1 31
1102 33 1 1 31
1103 33 1 1 31
1104 33 1 1 31
1105 33 1 1 31
1106 33 1 1 31
1107 33 0 1 32
1108 33 0 1 32
1109 33 0 1 32
1110 33 0 1 32
1111 33 0 1 32
1112 33 0 1 32
1113 33 0 1 32
1114 33 0 1 32
1115 33 0 1 32
1116 33 0 1 32
1117 33 0 1 32
1118 33 0 1 32
1119 33 0 1 32
1120 33 0 1 32
1121 33 0 1 32
1122 33 0 1 32
1123 33 0 1 32
1124 33 0 1 32
1125 34 1 1 32
1126 34 1 1 32
1127 34 1 1 32
1128 34 1 1 32
1129 34 1 1 32
1130 34 1 1 32
1131 34 1 1 32
1132 34 1 1 32
1133 34 0 1 33
1134 34 0 1 33
1135 34 0 1 33
1136 34 0 1 33
1137 34 0 1 33
1138 34 0 1 33
1139 34 0 1 33
1140 34 0 1 33
1141 34 0 1 33
1142 34 0 1 33
1143 34 0 1 33
1144 34 0 1 33
1145 34 0 1 33
1146 34 0 1 33
1147 34 0 1 33
1148 34 0 1 33
1149 34 0 1 33
1150 34 0 1 33
1151 34 0 1 33
1152 35 1 1 33
1153 35 0 1 34
1154 35 0 1 34
1155 35 0 1 34
1156 35 0 1 34
1157 35 0 1 34
1158 35 0 1 34
1159 35 0 1 34
1160 35 0 1 34
1161 35 0 1 34
1162 35 0 1 34
1163 35 0 1 34
1164 35 0 0 35
1165 35 0 0 35
1166 35 0 0 35
1167 35 0 0 35
1168 35 0 0 35
1169 35 0 0 35
1170 35 0 0 35
1171 35 0 0 35
1172 35 0 0 35
1173 35 0 0 35
1174 35 0 0 35
1175 35 0 0 35
1176 35 0 0 35
1177 35 0 0 35
1178 35 0 0 35
1179 35 0 0 35
1180 35 0 0 35
1181 35 0 0 35
1182 35 0 0 35
1183 35 0 0 35
1184 35 0 0 35
1185 35 0 0 35
1186 35 0 0 35
1187 35 0 0 35
1188 35 0 0 35
1189 35 0 0 35
1190 35 0 0 35
1191 35 0 0 35
1192 35 0 0 35
1193 35 0 0 35
1194 35 0 0 35
1195 35 0 0 35
1196 35 0 0 35
1197 35 0 0 35
1198 35 0 0 35
1199 35 0 0 35
1200 36 0 1 35
1201 36 0 1 35
1202 36 0 1 35
1203 36 0 1 35
1204 36 0 1 35
1205 36 0 1 35
1206 36 0 1 35
1207 36 0 1 35
1208 36 0 1 35
1209 36 0 1 35
1210 36 0 1 35
1211 36 0 1 35
1212 36 0 1 35
1213 36 0 1 35
1214 36 0 1 35
1215 36 0 1 35
1216 36 0 1 35
1217 36 0 1 35
1218 36 0 1 35
1219 36 0 1 35
1220 36 0 1 35
1221 36 0 1 35
1222 36 0 1 35
1223 36 0 1 35
1224 36 0 0 36
1225 36 0 0 36
1226 36 0 0 36
1227 36 0 0 36
1228 36 0 0 36
1229 36 0 0 36
1230 36 0 0 36
1231 36 0 0 36
1232 36 0 0 36
1233 36 0 0 36
1234 36 0 0 36
1235 36 0 0 36
1236 36 0 0 36
1237 36 0 0 36
1238 36 0 0 36
1239 36 0 0 36
1240 36 0 0 36
1241 36 0 0 36
1242 36 0 0 36
1243 36 0 0 36
1244 36 0 0 36
1245 36 0 0 36
1246 36 0 0 36
1247 36 0 0 36
1248 36 0 0 36
1249 36 0 0 36
1250 36 0 0 36
1251 36 0 0 36
1252 36 0 0 36
1253 36 0 0 36
1254 36 0 0 36
1255 36 0 0 36
1256 36 0 0 36
1257 36 0 0 36
1258 36 0 0 36
1259 36 0 0 36
1260 36 0 0 36
1261 36 0 0 36
1262 36 0 0 36
1263 36 0 0 36
1264 36 0 0 36
1265 36 0 0 36
1266 36 0 0 36
1267 36 0 0 36
1268 36 0 0 36
1269 37 0 1 36
1270 38 1 1 36
1271 38 1 1 36
1272 38 1 1 36
1273 38 1 1 36
1274 38 1 1 36
1275 38 1 1 36
1276 38 1 1 36
1277 38 1 1 36
1278 38 1 1 36
1279 38 1 1 36
1280 38 1 1 36
1281 38 1 1 36
1282 38 1 1 36
1283 38 1 1 36
1284 38 1 1 36
1285 38 1 1 36
1286 38 1 1 36
1287 38 1 1 36
1288 38 1 1 36
1289 38 1 1 36
1290 38 1 1 36
1291 38 1 1 36
1292 38 1 1 36
1293 38 1 1 36
1294 38 1 1 36
1295 38 1 1 36
1296 38 1 1 36
1297 38 1 1 36
1298 38 1 1 36
1299 38 1 1 36
1300 38 1 1 36
1301 38 1 1 36
1302 38 1 1 36
1303 38 1 1 36
1304 38 1 1 36
1305 38 1 1 36
1306 38 1 1 36
1307 39 2 1 36
1308 39 2 1 36
1309 39 2 1 36
1310 39 2 1 36
1311 39 2 1 36
1312 39 1 1 37
1313 39 1 1 37
1314 39 1 1 37
1315 39 1 1 37
1316 39 1 1 37
1317 39 1 1 37
1318 39 1 1 37
1319 39 1 1 37
1320 39 1 1 37
1321 39 1 1 37
1322 39 1 1 37
1323 39 1 1 37
1324 39 1 1 37
1325 39 1 1 37
1326 39 1 1 37
1327 39 1 1 37
1328 39 1 1 37
1329 39 1 1 37
1330 39 1 1 37
1331 39 1 1 37
1332 39 1 1 37
1333 39 1 1 37
1334 39 1 1 37
1335 39 1 1 37
1336 39 1 1 37
1337 39 1 1 37
1338 39 1 1 37
1339 39 1 1 37
1340 39 1 1 37
1341 39 1 1 37
1342 39 1 1 37
1343 39 1 1 37
1344 39 1 1 37
1345 39 1 1 37
1346 40 2 1 37
1347 40 2 1 37
1348 40 2 1 37
1349 40 2 1 37
1350 41 3 1 37
1351 41 3 1 37
1352 42 4 1 37
1353 42 4 1 37
1354 42 4 1 37
1355 43 5 1 37
1356 43 5 1 37
1357 43 5 1 37
1358 43 5 1 37
